Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
,,6889.HK,Dynam Japan Holdings Co Ltd,HKD,HKSE,Consumer Services,"DYNAM JAPAN HOLDINGS Co., Ltd., through its subsidiaries, operates and manages a chain of pachinko halls in Japan. The company also provides real estate and property management services; real estate development services; accounting and administration services; cleaning services for offices and pachinko halls; travel and insurance agency services; international freight forwarding services; contracting services for construction works, property transactions, and management services; and non-banking finance services. In addition, it is involved in developing and trading of pachinko machines; trading LCD monitors; operating restaurants; selling coffee beans; manufacturing and selling household supplies; and supporting franchise chain, as well as the aircraft leasing business. As of March 31, 2020, the company operated 448 pachinko halls. DYNAM JAPAN HOLDINGS Co., Ltd. was founded in 1967 and is headquartered in Tokyo, Japan.","Hotels, Restaurants & Leisure",JP,8/6/2012,Dynam Japan Holdings Co Ltd,,,,7.9,5974690800.0,Dynam Japan Holdings Co Ltd,HKD,Dynam Japan Holdings Co Ltd,Dynam Japan Holdings Co Ltd,,Dynam Japan Holdings Co Ltd,6889.hk,,,Dynam Japan Holdings Co Ltd,,10428,6
,,6890.HK,Kangli International Holdings Ltd,HKD,HKSE,Materials,"KangLi International Holdings Limited, together with its subsidiaries, manufactures and sells galvanized steel products in the People's Republic of China, South Korea, and internationally. It operates in three segments: Hard Steel Coil, Unpainted Galvanised Steel Products, and Painted Galvanised Steel Products. The Hard Steel Coil segment provides cold-rolled hard steel coils. The Unpainted Galvanised Steel Products segment offers hot-dipped galvanized/zinc coated steel coils and sheets. The Painted Galvanised Steel Products segment provides hot-dipped color coated galvanized steel coils and sheets. The company sells its products to midstream steel product processors for further processing; and home appliance manufacturers for use in the production of home appliances, such as refrigerators, washing machines, and ovens. KangLi International Holdings Limited was founded in 2003 and is headquartered in Changzhou, China.",Metals & Mining,CN,11/19/2018,Kangli International Holdings Ltd,,,,0.75,454689024.0,Kangli International Holdings Ltd,HKD,Kangli International Holdings Ltd,Kangli International Holdings Ltd,,Kangli International Holdings Ltd,6890.hk,,,Kangli International Holdings Ltd,,10430,6
,,6893.HK,Hin Sang Group (International) Holding Co Ltd,HKD,HKSE,Household & Personal Products,"Hin Sang Group (International) Holding Co. Ltd. primarily engages in the manufacture, marketing, and sale of healthcare products. It operates through four segments: Product Development, Brand Development and Management, Trading of Goods, and Healthcare. The company's Product Development segment develops and sells healthcare products, personal care products, household products, and health supplements under the Hin Sang, Shuang Long, Care Plus, Beautymate, and King's Antiseptic brand names, as well as Chinese medicines under the Tai Wo Tong brand. Its Brand Development and Management segment engages in marketing, selling and distribution, logistics, and delivery services of personal care products under the Pahmi, Enear, Vcnic, Zici, and Sunew brand names; and manages and develops related product brands. The company's Trading of Goods segment engages in the distribution and sale of skin care products, personal care products, and household products purchased from various authorized dealers, independent traders, manufacturers, parallel importers, and suppliers. Its Healthcare segment provides Chinese medical healthcare related services for mothers and children; develops mother and child related health products; and hospital, medical center, and related services. The company is also involved in the trading of slimming products; and property holding business. Further, it formulates and implements marketing and branding strategies; and prepares and controls annual budgets for marketing activities of branded products. The company sells its products in Hong Kong, as well as sells through a network of distributors in the People's Republic of China and Macau; and exports its products to Malaysia. It also sells its products online. The company was founded in 1996 and is headquartered in Tsim Sha Tsui, Hong Kong. Hin Sang Group (International) Holding Co. Ltd. is a subsidiary of Genwealth Group Holding Company Limited.",Consumer products,HK,10/16/2014,Hin Sang Group (International) Holding Co Ltd,,,,0.58,633244030.0,Hin Sang Group (International) Holding Co Ltd,HKD,Hin Sang Group (International) Holding Co Ltd,Hin Sang Group (International) Holding Co Ltd,,Hin Sang Group (International) Holding Co Ltd,6893.hk,,,Hin Sang Group (International) Holding Co Ltd,,10431,6
,,6896.HK,Golden Throat Holdings Group Co Ltd,HKD,HKSE,Household & Personal Products,"Golden Throat Holdings Group Company Limited, together with its subsidiaries, manufactures and sells lozenges, and other pharmaceutical and healthcare food products in the People's Republic of China. It offers Golden Throat lozenges over-the-counter medicine to relive symptoms of sore, dry throat, and hoarse voice caused by acute pharyngitis. It also provides Golden Throat lozenge series products that include Dule lozenges and sugar-free Dule lozenges in various flavors, such as orange, fructus momordicae, chrysanthemum, American ginseng, and hawthorn; Yinxingye tablet that are designed to facilitate blood circulation, remove blood stasis, and dredge energy channels; and herbal vegetable beverages for soothing voice and relieving sore throats. The company also exports its products to the United States, Canada, Russia, the European Union, Australia, Southeast Asia, the Middle East, Mexico, Mongolia, Africa, Japan, the United Kingdom, the Netherlands, Italy, Spain, Portugal, and Germany. Golden Throat Holdings Group Company Limited was founded in 1956 and is headquartered in Liuzhou, the People's Republic of China.",Consumer products,CN,7/15/2015,Golden Throat Holdings Group Co Ltd,,,,1.45,1071987970.0,Golden Throat Holdings Group Co Ltd,HKD,Golden Throat Holdings Group Co Ltd,Golden Throat Holdings Group Co Ltd,,Golden Throat Holdings Group Co Ltd,6896.hk,,,Golden Throat Holdings Group Co Ltd,,10432,6
,,6898.HK,China Aluminum Cans Holdings Ltd,HKD,HKSE,Materials,"China Aluminum Cans Holdings Limited, an investment holding company, primarily manufactures and sells aluminum aerosol cans in Mainland China, Africa, the United States, rest of Asia, and the Middle East. The company offers aluminum aerosol cans for packaging personal care products, such as body deodorant, hair styling products, and shaving creams; and pharmaceutical products, including pain relieving and antiseptic sprays, and spray dressings. It is also involved in the trading of aluminum aerosol cans. The company was incorporated in 2012 and is headquartered in Zhongshan, the People's Republic of China. China Aluminum Cans Holdings Limited is a subsidiary of Wellmass International Limited.",Packaging,CN,7/12/2013,China Aluminum Cans Holdings Ltd,,,,0.49,441874656.0,China Aluminum Cans Holdings Ltd,HKD,China Aluminum Cans Holdings Ltd,China Aluminum Cans Holdings Ltd,,China Aluminum Cans Holdings Ltd,6898.hk,,,China Aluminum Cans Holdings Ltd,,10433,6
,,6899.HK,Ourgame International Holdings Ltd,HKD,HKSE,Media & Entertainment,"Ourgame International Holdings Limited, an investment holding company, develops and operates online card and board games in the People's Republic of China and internationally. The company operates through three segments: Lianzhong Group, Peerless Group, and eSports Business. It operates an integrated online game platform that offers personal computer (PC) games and provides services through its PC client portals, such as Ourgame Hall; and distributes mobile games and provides services primarily for Android and iOS operating systems through third-party distribution and payment channels, including mobile operators. The company also provides web games through its ourgame.com website; and hosts games and offers on-going updates and technical support services for the operation of self-developed and licensed games, as well as prevents, detects, and resolves in-game cheating and hacking activities. In addition, it distributes games developed and operated by third-party developers; provides computer related technical support services; offers television production, brand licensing, tour management, and consulting services in Gibraltar; and organizes and broadcasts online to offline mind-sports events, tournaments, TV shows, and contents. Ourgame International Holdings Limited was founded in 1998 and is headquartered in Beijing, the People's Republic of China.",Media,CN,6/30/2014,Ourgame International Holdings Ltd,,,,0.5,538899970.0,Ourgame International Holdings Ltd,HKD,Ourgame International Holdings Ltd,Ourgame International Holdings Ltd,,Ourgame International Holdings Ltd,6899.hk,,,Ourgame International Holdings Ltd,,10434,6
,,68V.DE,Baker Hughes Co,EUR,XETRA,Energy,"Baker Hughes Co. is a holding company. The company is headquartered in Houston, Texas and currently employs 68,000 full-time employees. The firm provides oilfield products, services and digital solutions. The company operates through four business segments: Oilfield Services (OFS), Oilfield Equipment (OFE), Turbomachinery & Process Solutions (TPS), and Digital Solutions (DS). OFS provides products and services for on and offshore operations across the lifecycle of a well, ranging from drilling, evaluation, completion, production and intervention. OFE provides a broad portfolio of products and services required to facilitate the flow of hydrocarbons from the subsea wellhead to the surface production facilities. TPS provides equipment and related services for mechanical-drive, compression and power-generation applications across the oil and gas industry. DS provides operating technologies for the health, productivity and safety of asset intensive industries and enable the industrial Internet of Things.",,US,4/6/1987,Baker Hughes Co,,,,18.512,13583.0,Baker Hughes Co,Ä,Baker Hughes Co,Baker Hughes Co,,Baker Hughes Co,68v.de,,,Baker Hughes Co,,10435,6
,,6900.HK,SUNKWAN PPT,HKD,HKSE,Real Estate,"Sunkwan Properties Group Limited engages in property development activities in China. The company is based in Shanghai, China.",Real Estate,CN,11/10/2020,SUNKWAN PPT,,,,2.38,4760000000.0,SUNKWAN PPT,HKD,SUNKWAN PPT,SUNKWAN PPT,,SUNKWAN PPT,6900.hk,,,SUNKWAN PPT,,10436,6
,,6908.HK,Hongguang Lighting Holdings Company Ltd,HKD,HKSE,Semiconductors & Semiconductor Equipment,"HongGuang Lighting Holdings Company Limited, an investment holding company, designs, develops, manufactures, and sells light-emitting diode (LED) beads and LED lighting products in the People's Republic of China. It offers candle, flood, bulb, spot, down, oyster, and panel lights, as well as tube and torch. The company also provides subcontracting services. It serves manufacturers of backlight LED modules/panels, LCD panels, and other electronic products, as well as a trading company. The company was founded in 2010 and is headquartered in Zhuhai, the People's Republic of China.",Semiconductors,CN,12/30/2016,Hongguang Lighting Holdings Company Ltd,,,,0.83,332000000.0,Hongguang Lighting Holdings Company Ltd,HKD,Hongguang Lighting Holdings Company Ltd,Hongguang Lighting Holdings Company Ltd,,Hongguang Lighting Holdings Company Ltd,6908.hk,,,Hongguang Lighting Holdings Company Ltd,,10437,6
,,690D.DE,"Haier Smart Home Co., Ltd.",CNY,EURONEXT,Consumer Electronics,"Haier Smart Home Co., Ltd. manufactures and distributes home appliances in Mainland China, the United States, Australia, Southeast Asia, Europe, the Middle East, Africa, Japan, and internationally. The company provides refrigerators, freezers, cabinets for drinks, air conditioners, washing machines and heaters, televisions, and integrated kitchen cabinets; electric kitchenware, such as exhaust fans, cooking utensils, sterilizing cabinets, baking ovens, microwave ovens, steamers, and dishwashers, etc; and small scale electrical household appliances, including coffee machines, toasters, blenders/juicers/hand-mixers, cup warmers, and electric water heaters, etc. It also offers communication equipment; computers and accessories; and cooking products, dryers, water filtration systems, ice and water dispensers, water purifiers, gas stoves, disinfection cabinets, and wine cellars. The company was formerly known as Qingdao Haier Co., Ltd. and changed its name to Haier Smart Home Co., Ltd. in June 2019. Haier Smart Home Co., Ltd. was founded in 1984 and is based in Qingdao, China.",Technology,CN,,"Haier Smart Home Co., Ltd.",,,,2.455,27016783872.0,"Haier Smart Home Co., Ltd.",CNY,"Haier Smart Home Co., Ltd.","Haier Smart Home Co., Ltd.",,"Haier Smart Home Co., Ltd.",690d.de,,,"Haier Smart Home Co., Ltd.",,10438,6
,,6918.HK,Kidztech Holdings Ltd,HKD,HKSE,,"Kidztech Holdings Limited, together with its subsidiaries, designs, develops, manufactures, and sells smart toy vehicles, smart interactive toys, traditional toys, and hardware products in Mainland China and internationally. It also manufactures products under international customers' brands on original equipment manufacturing and original design manufacturing bases. The company sells its products to customers primarily comprising retailers, such as multinational and national retailers operating mass market retail chain stores; multinational and national toy products retailers operating toy store chains; internet store operators; international wholesalers; export-oriented wholesalers; and domestic-sale-oriented wholesalers, as well as through e-commerce channels. The company offers its products under the kidztech, TOPMAZ, TOPMAZ RACING, GEARMAZ, and ROLLERMAZ brands brand names. It also exports its products. Kidztech Holdings Limited was founded in 2009 and is headquartered in Shantou, the People's Republic of China.",,CN,3/18/2020,Kidztech Holdings Ltd,,,,1.68,875088450.0,Kidztech Holdings Ltd,HKD,Kidztech Holdings Ltd,Kidztech Holdings Ltd,,Kidztech Holdings Ltd,6918.hk,,,Kidztech Holdings Ltd,,10439,6
,,6919.HK,Renrui Human Resources Technology Holdings Ltd,HKD,HKSE,Commercial  & Professional Services,"Renrui Human Resources Technology Holdings Limited, an investment holding company, provides human resource solutions in China. The company operates through Flexible Staffing, Professional Recruitment, and Other HR Solutions segments. It operates online to offline recruitment platform in flexible staffing market. The company offers talent outsourcing; senior talent management; and professional recruitment services, including membership, negotiation, on-boarding management, and on-site recruitment. It also provides business process outsourcing services, such as performance management, operations management, training management, information security, and scheduling management, as well as labor dispatch and corporate training services. The company was founded in 2010 and is headquartered in Chengdu, China.",Professional Services,CN,12/13/2019,Renrui Human Resources Technology Holdings Ltd,,,,25.95,3987736580.0,Renrui Human Resources Technology Holdings Ltd,HKD,Renrui Human Resources Technology Holdings Ltd,Renrui Human Resources Technology Holdings Ltd,,Renrui Human Resources Technology Holdings Ltd,6919.hk,,,Renrui Human Resources Technology Holdings Ltd,,10440,6
,,6928.HK,TOMO Holdings Ltd,HKD,HKSE,Automobiles & Components,"TOMO Holdings Limited, an investment holding company, engages in the design, manufacture, supply, and installation of leather upholstery for passenger vehicles in Singapore. It operates in two segments, Passenger Vehicle Leather Upholstery, and Passenger Vehicle Electronic Accessories. The company offers rear and front seats leather upholstery products. It also provides leather wrappings for other passenger vehicle interior products, such as door panels, and head and arm rests. In addition, the company offers passenger vehicle electronic accessories, including navigation and multimedia accessories comprising navigation systems, head units, and in-car entertainment systems; and safety and security accessories that enhance driver and passenger safety and security consisting of digital video recorders, reverse cameras and parking sensors, and security alarm systems. It sells its products to passenger vehicle distributors and dealers. The company was founded in 1995 and is headquartered in Singapore. TOMO Holdings Limited is a subsidiary of TOMO Ventures Limited.",Auto Components,SG,7/13/2017,TOMO Holdings Ltd,,,,1.1,495000000.0,TOMO Holdings Ltd,HKD,TOMO Holdings Ltd,TOMO Holdings Ltd,,TOMO Holdings Ltd,6928.hk,,,TOMO Holdings Ltd,,10442,6
,,6966.HK,China Wan Tong Yuan (Holdings) Ltd,HKD,HKSE,Consumer Services,"China Wan Tong Yuan (Holdings) Limited, an investment holding company, provides burial services. The company sells burial plots and columbarium units, as well as provides cemetery maintenance and funeral services. It also offers other burial-related services, such as the organization and conducting of interment rituals; designing, construction, and landscaping of the burial plots; and engraving of inscriptions and ceramic photographs on the headstones. The company was founded in 2007 and is headquartered in Langfang, the People's Republic of China. China Wan Tong Yuan (Holdings) Limited is a subsidiary of Tai Shing International Investment Company Limited.",Diversified Consumer Services,CN,9/27/2017,China Wan Tong Yuan (Holdings) Ltd,,,,0.5,500000000.0,China Wan Tong Yuan (Holdings) Ltd,HKD,China Wan Tong Yuan (Holdings) Ltd,China Wan Tong Yuan (Holdings) Ltd,,China Wan Tong Yuan (Holdings) Ltd,6966.hk,,,China Wan Tong Yuan (Holdings) Ltd,,10443,6
,,6969.HK,Smoore International Holdings Limited,HKD,HKSE,Tobacco,"Smoore International Holdings Limited, an investment holding company, engages in the provision of vaping technology solutions in the United States, the People's Republic of China, Hong Kong, Japan, Switzerland, the United Kingdom, France, and internationally. It offers closed system vaping devices and vaping components for tobacco companies and independent vaping companies. The company also provides open system vaping devices for retail clients under the Vaporesso, Renova, and Revenant Vape brands. Smoore International Holdings Limited was founded in 2009 and is headquartered in Shenzhen, the People's Republic of China.",Consumer Defensive,CN,,Smoore International Holdings Limited,,,,75.45,448000000000.0,Smoore International Holdings Limited,HKD,Smoore International Holdings Limited,Smoore International Holdings Limited,,Smoore International Holdings Limited,6969.hk,,,Smoore International Holdings Limited,,10444,6
,,6988.HK,"Joy Spreader Interactive Technology Co.,Ltd",HKD,HKSE,Advertising Agencies,"Joy Spreader Interactive Technology Co.,Ltd offers digital marketing services for online product providers and merchants in the People's Republic of China. It provides services to various applications, such as game, video, and utility apps; online literature products in various genres; and Html 5 game products in RPG, strategy, action, and adventure genres. The company was founded in 2008 and is based in Beijing, the People's Republic of China.",Communication Services,CN,,"Joy Spreader Interactive Technology Co.,Ltd",,,,3.73,8151057400.0,"Joy Spreader Interactive Technology Co.,Ltd",HKD,"Joy Spreader Interactive Technology Co.,Ltd","Joy Spreader Interactive Technology Co.,Ltd",,"Joy Spreader Interactive Technology Co.,Ltd",6988.hk,,,"Joy Spreader Interactive Technology Co.,Ltd",,10445,6
,,6996.HK,ANTENGENE-B,HKD,HKSE,Biotechnology,"Antengene Corporation Limited, a biopharmaceutical company, engages in the development of oncology therapies in China. It offers ATG-010 (selinexor), a SINE compound targeting XPO1, a key nuclear export protein for the treatment of hematologic malignancies, such as multiple myeloma and DLBCL. The company's products in pipeline include ATG-008 (onatasertib), an orally available mTOR kinase inhibitor for the treatment of various advanced solid tumors and hematological malignancies; ATG-016 (eltanexor), a SINE compound; ATG-527 (verdinexor), which is in Phase I clinical trial primarily for oncology; ATG-019, an oral dual PAK4/NAMPT inhibitor for the treatment of NHL and advanced solid tumors; and ATG-017, an oral selective ERK1/2 inhibitor for the treatment of various solid tumors and hematological malignancies. Its products in pre-clinical stage include ATG-101, a PD-L1/CD137 (4-1BB) bi-specific antibody for the treatment of hematological malignancies and solid tumors; ATG-018, a small molecule inhibitor targeting ataxia telangiectasia and Rad3 related (ATR) kinase for the treatment of hematological malignancies and solid tumors; ATG-022, a humanized IgG1 monoclonal antibody against human Claudin 18.2 (CLDN18.2) antigen for the treatment of solid tumors; and ATG-012, a KRAS G12C inhibitor against KRAS oncoprotein for the treatment of solid tumors. The company was founded in 2016 and is headquartered in Shanghai, China.",Healthcare,CN,11/12/2020,ANTENGENE-B,,,,19.74,13249113100.0,ANTENGENE-B,HKD,ANTENGENE-B,ANTENGENE-B,,ANTENGENE-B,6996.hk,,,ANTENGENE-B,,10446,6
,,6LA.DE,Lamar Advertising Co,EUR,XETRA,Real Estate,"Lamar Advertising Co. engages in advertising services. The company is headquartered in Baton Rouge, Louisiana and currently employs 3,600 full-time employees. The firm operates through advertising segment. The firm leases space for advertising on billboards, buses, shelters, benches, logo plates and in airport terminals. The firm also offers its customers an integrated service for their billboard display requirements from advertisement copy production to placement and maintenance. The firm operates three types of outdoor advertising displays: billboards, logo signs and transit advertising displays. The firm's advertising displays are geographically located across the United States, Canada and Puerto Rico. The firm's advertising tenant categories include restaurants; service; healthcare; retailer; amusement-entertainment/sports; automotive; gaming; education; financial-banks, credit unions; telecommunications, and real estate. The firm leases its advertising space on two types of billboard advertising displays: bulletins and posters.",Real Estate,US,8/2/1996,Lamar Advertising Co,,,,72.0,6613.0,Lamar Advertising Co,Ä,Lamar Advertising Co,Lamar Advertising Co,,Lamar Advertising Co,6la.de,,,Lamar Advertising Co,,10447,6
,,6MK.DE,Merck & Co Inc,EUR,XETRA,"Pharmaceuticals, Biotechnology & Life Sciences","Merck & Co., Inc. provides healthcare solutions worldwide. The company offers therapeutic and preventive agents for cardiovascular, type 2 diabetes, chronic hepatitis C virus, HIV-1 infection, intra-abdominal, fungal infection, insomnia, and inflammatory diseases; neuromuscular blocking agents; cholesterol modifying medicines; and anti-bacterial and vaginal contraceptive products. It provides products to prevent chemotherapy-induced and post-operative nausea and vomiting; treat non-small-cell lung, ovarian and breast, esophageal, thyroid, cervical, and brain cancers; and prevent diseases caused by human papillomavirus, as well as vaccines for measles, mumps, rubella, varicella, shingles, rotavirus gastroenteritis, and pneumococcal diseases. In addition, the company offers drugs for hepatocellular and merkel cell carcinoma; antibiotic and anti-inflammatory drugs for infectious and respiratory diseases, fertility disorders, and pneumonia in cattle, bovine, and swine; vaccines for poultry; parasiticides for sea lice in salmon; and antibiotics and vaccines for fish. Further, it provides companion animal products; diabetes mellitus treatment and anthelmintic products for dogs and cats; products to treat fleas, ticks, mosquitoes, and sandflies; horse fertility management products for swine; and dog, cat, and horse vaccines. Additionally, the company offers services and solutions that focus on engagement, clinical, and health analytics. Merck & Co., Inc. has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; Almac Discovery Ltd.; Skyhawk Therapeutics, Inc.; Ridgeback Biotherapeutics; Shanghai Junshi Biosciences Co., Ltd.; FUJIFILM Corporation; Intec Pharma Ltd.; and Transcenta Holding Ltd. It serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers; and physicians and physician distributors, veterinarians, and animal producers. The company was founded in 1891 and is headquartered in Kenilworth, New Jersey.",Pharmaceuticals,US,6/15/1946,Merck & Co Inc,,,,61.6,157000000000.0,Merck & Co Inc,Ä,Merck & Co Inc,Merck & Co Inc,,Merck & Co Inc,6mk.de,,,Merck & Co Inc,,10448,6
,,6VR.IR,VR Education Holdings Plc,EUR,ISE,Software,"VR Education Holdings Plc, through its subsidiary Immersive VR Education Limited, operates as a virtual/augmented reality software company in education and simulated training sector worldwide. The company offers ENGAGE, an online virtual learning and corporate training platform that provides educators and corporate trainers the tools they need to create their own content in virtual classrooms or virtual training environments. Its products also include 1943: Berlin Blitz, a VR education based on Second World War; Titanic VR, a solution that allows users to explore the shipwreck of RMS Titanic; Apollo 11 HD, a documentary on the events of 1969; RCSI medical training simulator designed for medical professionals and trainees, where users experience and simulate a traumatic scenario following a road traffic accident and work through the critical decisions; Shuttle Commander that allows you to take part in the hubble space telescope missions; and Raid on the Ruhr game application. VR Education Holdings Plc was incorporated in 2017 and is based in Waterford, Ireland.",Technology,IE,,VR Education Holdings Plc,,,,0.151,36504400.0,VR Education Holdings Plc,Ä,VR Education Holdings Plc,VR Education Holdings Plc,,VR Education Holdings Plc,6vr.ir,,,VR Education Holdings Plc,,10449,6
