,symbol,historical
896,0001.HK,"{'date': '2017-06-29', 'open': 98.849998, 'high': 99.25, 'low': 98.099998, 'close': 98.5, 'adjClose': 85.92009, 'volume': 4116309.0, 'unadjustedVolume': 4116309.0, 'change': -0.35, 'changePercent': -0.354, 'vwap': 98.61667, 'label': 'June 29, 17', 'changeOverTime': -0.00354}"
897,0001.HK,"{'date': '2017-06-28', 'open': 98.5, 'high': 99.300003, 'low': 98.400002, 'close': 98.849998, 'adjClose': 86.225395, 'volume': 4200757.0, 'unadjustedVolume': 4200757.0, 'change': 0.35, 'changePercent': 0.355, 'vwap': 98.85, 'label': 'June 28, 17', 'changeOverTime': 0.00355}"
898,0001.HK,"{'date': '2017-06-27', 'open': 98.900002, 'high': 99.0, 'low': 97.900002, 'close': 98.349998, 'adjClose': 85.789261, 'volume': 3041893.0, 'unadjustedVolume': 3041893.0, 'change': -0.55, 'changePercent': -0.556, 'vwap': 98.41667, 'label': 'June 27, 17', 'changeOverTime': -0.00556}"
899,0001.HK,"{'date': '2017-06-26', 'open': 98.900002, 'high': 98.900002, 'low': 98.349998, 'close': 98.900002, 'adjClose': 86.269012, 'volume': 2402076.0, 'unadjustedVolume': 2402076.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 98.71667, 'label': 'June 26, 17', 'changeOverTime': 0.0}"
900,0001.HK,"{'date': '2017-06-23', 'open': 99.5, 'high': 99.5, 'low': 98.25, 'close': 99.050003, 'adjClose': 86.399849, 'volume': 3628480.0, 'unadjustedVolume': 3628480.0, 'change': -0.45, 'changePercent': -0.452, 'vwap': 98.93333, 'label': 'June 23, 17', 'changeOverTime': -0.00452}"
901,0001.HK,"{'date': '2017-06-22', 'open': 99.25, 'high': 99.5, 'low': 98.0, 'close': 99.050003, 'adjClose': 86.399849, 'volume': 3682618.0, 'unadjustedVolume': 3682618.0, 'change': -0.2, 'changePercent': -0.202, 'vwap': 98.85, 'label': 'June 22, 17', 'changeOverTime': -0.00202}"
902,0001.HK,"{'date': '2017-06-21', 'open': 99.0, 'high': 99.0, 'low': 97.949997, 'close': 98.5, 'adjClose': 85.92009, 'volume': 2929668.0, 'unadjustedVolume': 2929668.0, 'change': -0.5, 'changePercent': -0.505, 'vwap': 98.48333, 'label': 'June 21, 17', 'changeOverTime': -0.00505}"
903,0001.HK,"{'date': '2017-06-20', 'open': 99.900002, 'high': 99.900002, 'low': 98.5, 'close': 98.5, 'adjClose': 85.92009, 'volume': 3491338.0, 'unadjustedVolume': 3491338.0, 'change': -1.4, 'changePercent': -1.401, 'vwap': 98.96667, 'label': 'June 20, 17', 'changeOverTime': -0.01401}"
904,0001.HK,"{'date': '2017-06-19', 'open': 99.0, 'high': 99.449997, 'low': 97.800003, 'close': 98.699997, 'adjClose': 86.094543, 'volume': 2033597.0, 'unadjustedVolume': 2033597.0, 'change': -0.3, 'changePercent': -0.303, 'vwap': 98.65, 'label': 'June 19, 17', 'changeOverTime': -0.00303}"
905,0001.HK,"{'date': '2017-06-16', 'open': 100.0, 'high': 100.0, 'low': 97.849998, 'close': 98.0, 'adjClose': 85.483955, 'volume': 4903278.0, 'unadjustedVolume': 4903278.0, 'change': -2.0, 'changePercent': -2.0, 'vwap': 98.61667, 'label': 'June 16, 17', 'changeOverTime': -0.02}"
906,0001.HK,"{'date': '2017-06-15', 'open': 99.349998, 'high': 99.349998, 'low': 98.300003, 'close': 98.75, 'adjClose': 86.138168, 'volume': 2873488.0, 'unadjustedVolume': 2873488.0, 'change': -0.6, 'changePercent': -0.604, 'vwap': 98.8, 'label': 'June 15, 17', 'changeOverTime': -0.00604}"
907,0001.HK,"{'date': '2017-06-14', 'open': 99.75, 'high': 99.800003, 'low': 98.5, 'close': 98.900002, 'adjClose': 86.269012, 'volume': 3485388.0, 'unadjustedVolume': 3485388.0, 'change': -0.85, 'changePercent': -0.852, 'vwap': 99.06667, 'label': 'June 14, 17', 'changeOverTime': -0.00852}"
908,0001.HK,"{'date': '2017-06-13', 'open': 99.949997, 'high': 100.199997, 'low': 99.050003, 'close': 99.300003, 'adjClose': 86.617928, 'volume': 5371206.0, 'unadjustedVolume': 5371206.0, 'change': -0.64999, 'changePercent': -0.65, 'vwap': 99.51667, 'label': 'June 13, 17', 'changeOverTime': -0.0065}"
909,0001.HK,"{'date': '2017-06-12', 'open': 100.0, 'high': 100.300003, 'low': 99.199997, 'close': 99.75, 'adjClose': 87.01046, 'volume': 4243936.0, 'unadjustedVolume': 4243936.0, 'change': -0.25, 'changePercent': -0.25, 'vwap': 99.75, 'label': 'June 12, 17', 'changeOverTime': -0.0025}"
910,0001.HK,"{'date': '2017-06-09', 'open': 100.0, 'high': 100.5, 'low': 99.0, 'close': 100.0, 'adjClose': 87.228523, 'volume': 10927973.0, 'unadjustedVolume': 10927973.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 99.83333, 'label': 'June 09, 17', 'changeOverTime': 0.0}"
911,0001.HK,"{'date': '2017-06-08', 'open': 101.300003, 'high': 101.5, 'low': 100.900002, 'close': 101.300003, 'adjClose': 88.362503, 'volume': 3524936.0, 'unadjustedVolume': 3524936.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 101.23334, 'label': 'June 08, 17', 'changeOverTime': 0.0}"
912,0001.HK,"{'date': '2017-06-07', 'open': 100.800003, 'high': 101.5, 'low': 100.699997, 'close': 101.0, 'adjClose': 88.100815, 'volume': 3599558.0, 'unadjustedVolume': 3599558.0, 'change': 0.2, 'changePercent': 0.198, 'vwap': 101.06667, 'label': 'June 07, 17', 'changeOverTime': 0.00198}"
913,0001.HK,"{'date': '2017-06-06', 'open': 100.199997, 'high': 101.699997, 'low': 100.099998, 'close': 101.599998, 'adjClose': 88.624176, 'volume': 3243512.0, 'unadjustedVolume': 3243512.0, 'change': 1.4, 'changePercent': 1.397, 'vwap': 101.13333, 'label': 'June 06, 17', 'changeOverTime': 0.01397}"
914,0001.HK,"{'date': '2017-06-05', 'open': 101.0, 'high': 101.699997, 'low': 100.599998, 'close': 100.800003, 'adjClose': 87.926369, 'volume': 3902245.0, 'unadjustedVolume': 3902245.0, 'change': -0.2, 'changePercent': -0.198, 'vwap': 101.03333, 'label': 'June 05, 17', 'changeOverTime': -0.00198}"
915,0001.HK,"{'date': '2017-06-02', 'open': 101.900002, 'high': 101.900002, 'low': 101.199997, 'close': 101.900002, 'adjClose': 88.885872, 'volume': 3547748.0, 'unadjustedVolume': 3547748.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 101.66667, 'label': 'June 02, 17', 'changeOverTime': 0.0}"
916,0001.HK,"{'date': '2017-06-01', 'open': 101.699997, 'high': 101.900002, 'low': 100.599998, 'close': 101.199997, 'adjClose': 88.275261, 'volume': 3847642.0, 'unadjustedVolume': 3847642.0, 'change': -0.5, 'changePercent': -0.492, 'vwap': 101.23333, 'label': 'June 01, 17', 'changeOverTime': -0.00492}"
917,0001.HK,"{'date': '2017-05-31', 'open': 101.900002, 'high': 101.900002, 'low': 101.0, 'close': 101.599998, 'adjClose': 88.624176, 'volume': 5177744.0, 'unadjustedVolume': 5177744.0, 'change': -0.3, 'changePercent': -0.294, 'vwap': 101.5, 'label': 'May 31, 17', 'changeOverTime': -0.00294}"
918,0001.HK,"{'date': '2017-05-29', 'open': 101.900002, 'high': 102.199997, 'low': 101.099998, 'close': 101.800003, 'adjClose': 88.798653, 'volume': 3471956.0, 'unadjustedVolume': 3471956.0, 'change': -0.1, 'changePercent': -0.098, 'vwap': 101.7, 'label': 'May 29, 17', 'changeOverTime': -0.00098}"
919,0001.HK,"{'date': '2017-05-26', 'open': 102.5, 'high': 102.5, 'low': 101.099998, 'close': 101.900002, 'adjClose': 88.885872, 'volume': 3345377.0, 'unadjustedVolume': 3345377.0, 'change': -0.6, 'changePercent': -0.585, 'vwap': 101.83333, 'label': 'May 26, 17', 'changeOverTime': -0.00585}"
920,0001.HK,"{'date': '2017-05-25', 'open': 101.699997, 'high': 102.400002, 'low': 101.300003, 'close': 101.699997, 'adjClose': 88.711418, 'volume': 5828303.0, 'unadjustedVolume': 5828303.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 101.8, 'label': 'May 25, 17', 'changeOverTime': 0.0}"
921,0001.HK,"{'date': '2017-05-24', 'open': 100.599998, 'high': 102.0, 'low': 100.199997, 'close': 101.699997, 'adjClose': 88.711418, 'volume': 6114259.0, 'unadjustedVolume': 6114259.0, 'change': 1.1, 'changePercent': 1.093, 'vwap': 101.3, 'label': 'May 24, 17', 'changeOverTime': 0.01093}"
922,0001.HK,"{'date': '2017-05-23', 'open': 99.599998, 'high': 100.400002, 'low': 99.349998, 'close': 100.300003, 'adjClose': 87.490219, 'volume': 5539687.0, 'unadjustedVolume': 5539687.0, 'change': 0.70001, 'changePercent': 0.703, 'vwap': 100.01667, 'label': 'May 23, 17', 'changeOverTime': 0.00703}"
923,0001.HK,"{'date': '2017-05-22', 'open': 101.0, 'high': 101.0, 'low': 99.300003, 'close': 99.650002, 'adjClose': 86.923233, 'volume': 4086909.0, 'unadjustedVolume': 4086909.0, 'change': -1.35, 'changePercent': -1.337, 'vwap': 99.98334, 'label': 'May 22, 17', 'changeOverTime': -0.01337}"
924,0001.HK,"{'date': '2017-05-19', 'open': 99.900002, 'high': 99.900002, 'low': 98.650002, 'close': 99.599998, 'adjClose': 86.879616, 'volume': 2912419.0, 'unadjustedVolume': 2912419.0, 'change': -0.3, 'changePercent': -0.3, 'vwap': 99.38333, 'label': 'May 19, 17', 'changeOverTime': -0.003}"
925,0001.HK,"{'date': '2017-05-18', 'open': 99.800003, 'high': 100.199997, 'low': 98.699997, 'close': 99.099998, 'adjClose': 86.443466, 'volume': 6702439.0, 'unadjustedVolume': 6702439.0, 'change': -0.70001, 'changePercent': -0.701, 'vwap': 99.33333, 'label': 'May 18, 17', 'changeOverTime': -0.00701}"
926,0001.HK,"{'date': '2017-05-17', 'open': 100.5, 'high': 100.900002, 'low': 100.300003, 'close': 100.800003, 'adjClose': 87.926369, 'volume': 4707736.0, 'unadjustedVolume': 4707736.0, 'change': 0.3, 'changePercent': 0.299, 'vwap': 100.66667, 'label': 'May 17, 17', 'changeOverTime': 0.00299}"
927,0001.HK,"{'date': '2017-05-16', 'open': 100.699997, 'high': 101.0, 'low': 99.699997, 'close': 100.599998, 'adjClose': 87.751892, 'volume': 5340714.0, 'unadjustedVolume': 5340714.0, 'change': -0.1, 'changePercent': -0.099, 'vwap': 100.43333, 'label': 'May 16, 17', 'changeOverTime': -0.00099}"
928,0001.HK,"{'date': '2017-05-15', 'open': 102.0, 'high': 102.800003, 'low': 101.5, 'close': 102.5, 'adjClose': 87.712646, 'volume': 10685032.0, 'unadjustedVolume': 10685032.0, 'change': 0.5, 'changePercent': 0.49, 'vwap': 102.26667, 'label': 'May 15, 17', 'changeOverTime': 0.0049}"
929,0001.HK,"{'date': '2017-05-12', 'open': 102.0, 'high': 102.0, 'low': 100.900002, 'close': 101.599998, 'adjClose': 86.942474, 'volume': 4955540.0, 'unadjustedVolume': 4955540.0, 'change': -0.4, 'changePercent': -0.392, 'vwap': 101.5, 'label': 'May 12, 17', 'changeOverTime': -0.00392}"
930,0001.HK,"{'date': '2017-05-11', 'open': 101.0, 'high': 102.800003, 'low': 100.900002, 'close': 101.900002, 'adjClose': 87.199211, 'volume': 7770669.0, 'unadjustedVolume': 7770669.0, 'change': 0.9, 'changePercent': 0.891, 'vwap': 101.86667, 'label': 'May 11, 17', 'changeOverTime': 0.00891}"
931,0001.HK,"{'date': '2017-05-10', 'open': 99.050003, 'high': 100.800003, 'low': 98.650002, 'close': 100.699997, 'adjClose': 86.172318, 'volume': 10329868.0, 'unadjustedVolume': 10329868.0, 'change': 1.64999, 'changePercent': 1.666, 'vwap': 100.05, 'label': 'May 10, 17', 'changeOverTime': 0.01666}"
932,0001.HK,"{'date': '2017-05-09', 'open': 98.0, 'high': 98.699997, 'low': 97.199997, 'close': 98.449997, 'adjClose': 84.246918, 'volume': 6147893.0, 'unadjustedVolume': 6147893.0, 'change': 0.45, 'changePercent': 0.459, 'vwap': 98.11666, 'label': 'May 09, 17', 'changeOverTime': 0.00459}"
933,0001.HK,"{'date': '2017-05-08', 'open': 96.5, 'high': 98.199997, 'low': 96.5, 'close': 97.650002, 'adjClose': 83.562332, 'volume': 4966888.0, 'unadjustedVolume': 4966888.0, 'change': 1.15, 'changePercent': 1.192, 'vwap': 97.45, 'label': 'May 08, 17', 'changeOverTime': 0.01192}"
934,0001.HK,"{'date': '2017-05-05', 'open': 98.0, 'high': 98.0, 'low': 96.050003, 'close': 97.099998, 'adjClose': 83.091675, 'volume': 3722775.0, 'unadjustedVolume': 3722775.0, 'change': -0.9, 'changePercent': -0.918, 'vwap': 97.05, 'label': 'May 05, 17', 'changeOverTime': -0.00918}"
935,0001.HK,"{'date': '2017-05-04', 'open': 98.199997, 'high': 98.199997, 'low': 96.800003, 'close': 97.699997, 'adjClose': 83.605118, 'volume': 4897314.0, 'unadjustedVolume': 4897314.0, 'change': -0.5, 'changePercent': -0.509, 'vwap': 97.56667, 'label': 'May 04, 17', 'changeOverTime': -0.00509}"
936,0001.HK,"{'date': '2017-05-02', 'open': 97.949997, 'high': 97.949997, 'low': 96.800003, 'close': 97.75, 'adjClose': 83.647903, 'volume': 5712307.0, 'unadjustedVolume': 5712307.0, 'change': -0.2, 'changePercent': -0.204, 'vwap': 97.5, 'label': 'May 02, 17', 'changeOverTime': -0.00204}"
937,0001.HK,"{'date': '2017-04-28', 'open': 97.199997, 'high': 97.199997, 'low': 96.550003, 'close': 97.150002, 'adjClose': 83.13446, 'volume': 3860932.0, 'unadjustedVolume': 3860932.0, 'change': -0.04999, 'changePercent': -0.051, 'vwap': 96.96667, 'label': 'April 28, 17', 'changeOverTime': -0.00051}"
938,0001.HK,"{'date': '2017-04-27', 'open': 96.949997, 'high': 97.150002, 'low': 95.849998, 'close': 97.0, 'adjClose': 83.006111, 'volume': 3795750.0, 'unadjustedVolume': 3795750.0, 'change': 0.05, 'changePercent': 0.052, 'vwap': 96.66667, 'label': 'April 27, 17', 'changeOverTime': 0.00052}"
939,0001.HK,"{'date': '2017-04-26', 'open': 97.400002, 'high': 97.599998, 'low': 96.650002, 'close': 96.900002, 'adjClose': 82.92054, 'volume': 5066719.0, 'unadjustedVolume': 5066719.0, 'change': -0.5, 'changePercent': -0.513, 'vwap': 97.05, 'label': 'April 26, 17', 'changeOverTime': -0.00513}"
940,0001.HK,"{'date': '2017-04-25', 'open': 95.300003, 'high': 97.199997, 'low': 95.300003, 'close': 96.849998, 'adjClose': 82.877747, 'volume': 7190803.0, 'unadjustedVolume': 7190803.0, 'change': 1.54999, 'changePercent': 1.626, 'vwap': 96.45, 'label': 'April 25, 17', 'changeOverTime': 0.01626}"
941,0001.HK,"{'date': '2017-04-24', 'open': 94.400002, 'high': 95.400002, 'low': 94.099998, 'close': 95.050003, 'adjClose': 81.33744, 'volume': 7994483.0, 'unadjustedVolume': 7994483.0, 'change': 0.65, 'changePercent': 0.689, 'vwap': 94.85, 'label': 'April 24, 17', 'changeOverTime': 0.00689}"
942,0001.HK,"{'date': '2017-04-21', 'open': 93.599998, 'high': 94.099998, 'low': 93.099998, 'close': 93.150002, 'adjClose': 79.711533, 'volume': 4560757.0, 'unadjustedVolume': 4560757.0, 'change': -0.45, 'changePercent': -0.481, 'vwap': 93.45, 'label': 'April 21, 17', 'changeOverTime': -0.00481}"
943,0001.HK,"{'date': '2017-04-20', 'open': 93.199997, 'high': 94.099998, 'low': 93.050003, 'close': 93.900002, 'adjClose': 80.35334, 'volume': 5196363.0, 'unadjustedVolume': 5196363.0, 'change': 0.70001, 'changePercent': 0.751, 'vwap': 93.68333, 'label': 'April 20, 17', 'changeOverTime': 0.00751}"
944,0001.HK,"{'date': '2017-04-19', 'open': 94.599998, 'high': 94.900002, 'low': 93.599998, 'close': 93.699997, 'adjClose': 80.182198, 'volume': 6939354.0, 'unadjustedVolume': 6939354.0, 'change': -0.9, 'changePercent': -0.951, 'vwap': 94.06667, 'label': 'April 19, 17', 'changeOverTime': -0.00951}"
945,0001.HK,"{'date': '2017-04-18', 'open': 95.5, 'high': 95.5, 'low': 93.5, 'close': 94.099998, 'adjClose': 80.524483, 'volume': 6126166.0, 'unadjustedVolume': 6126166.0, 'change': -1.4, 'changePercent': -1.466, 'vwap': 94.36667, 'label': 'April 18, 17', 'changeOverTime': -0.01466}"
946,0001.HK,"{'date': '2017-04-13', 'open': 95.0, 'high': 95.0, 'low': 94.349998, 'close': 94.800003, 'adjClose': 81.123497, 'volume': 4668447.0, 'unadjustedVolume': 4668447.0, 'change': -0.2, 'changePercent': -0.211, 'vwap': 94.71667, 'label': 'April 13, 17', 'changeOverTime': -0.00211}"
947,0001.HK,"{'date': '2017-04-12', 'open': 95.0, 'high': 95.550003, 'low': 94.650002, 'close': 95.5, 'adjClose': 81.722519, 'volume': 3993502.0, 'unadjustedVolume': 3993502.0, 'change': 0.5, 'changePercent': 0.526, 'vwap': 95.23334, 'label': 'April 12, 17', 'changeOverTime': 0.00526}"
948,0001.HK,"{'date': '2017-04-11', 'open': 96.25, 'high': 96.349998, 'low': 95.199997, 'close': 95.550003, 'adjClose': 81.765305, 'volume': 3825721.0, 'unadjustedVolume': 3825721.0, 'change': -0.7, 'changePercent': -0.727, 'vwap': 95.7, 'label': 'April 11, 17', 'changeOverTime': -0.00727}"
949,0001.HK,"{'date': '2017-04-10', 'open': 96.400002, 'high': 96.400002, 'low': 95.449997, 'close': 95.699997, 'adjClose': 81.893654, 'volume': 1527068.0, 'unadjustedVolume': 1527068.0, 'change': -0.70001, 'changePercent': -0.726, 'vwap': 95.85, 'label': 'April 10, 17', 'changeOverTime': -0.00726}"
950,0001.HK,"{'date': '2017-04-07', 'open': 95.900002, 'high': 95.900002, 'low': 94.400002, 'close': 95.449997, 'adjClose': 81.679726, 'volume': 4583070.0, 'unadjustedVolume': 4583070.0, 'change': -0.45001, 'changePercent': -0.469, 'vwap': 95.25, 'label': 'April 07, 17', 'changeOverTime': -0.00469}"
951,0001.HK,"{'date': '2017-04-06', 'open': 95.5, 'high': 95.949997, 'low': 95.199997, 'close': 95.699997, 'adjClose': 81.893654, 'volume': 5255156.0, 'unadjustedVolume': 5255156.0, 'change': 0.2, 'changePercent': 0.209, 'vwap': 95.61666, 'label': 'April 06, 17', 'changeOverTime': 0.00209}"
952,0001.HK,"{'date': '2017-04-05', 'open': 96.0, 'high': 96.0, 'low': 95.150002, 'close': 95.449997, 'adjClose': 81.679726, 'volume': 6318973.0, 'unadjustedVolume': 6318973.0, 'change': -0.55, 'changePercent': -0.573, 'vwap': 95.53333, 'label': 'April 05, 17', 'changeOverTime': -0.00573}"
953,0001.HK,"{'date': '2017-04-03', 'open': 95.550003, 'high': 96.0, 'low': 94.699997, 'close': 95.449997, 'adjClose': 81.679726, 'volume': 5334066.0, 'unadjustedVolume': 5334066.0, 'change': -0.10001, 'changePercent': -0.105, 'vwap': 95.38333, 'label': 'April 03, 17', 'changeOverTime': -0.00105}"
954,0001.HK,"{'date': '2017-03-31', 'open': 97.0, 'high': 97.0, 'low': 95.599998, 'close': 95.599998, 'adjClose': 81.80809, 'volume': 5807315.0, 'unadjustedVolume': 5807315.0, 'change': -1.4, 'changePercent': -1.443, 'vwap': 96.06667, 'label': 'March 31, 17', 'changeOverTime': -0.01443}"
955,0001.HK,"{'date': '2017-03-30', 'open': 96.349998, 'high': 97.0, 'low': 96.150002, 'close': 96.75, 'adjClose': 82.792183, 'volume': 5609279.0, 'unadjustedVolume': 5609279.0, 'change': 0.4, 'changePercent': 0.415, 'vwap': 96.63333, 'label': 'March 30, 17', 'changeOverTime': 0.00415}"
956,0001.HK,"{'date': '2017-03-29', 'open': 97.0, 'high': 97.199997, 'low': 95.949997, 'close': 96.349998, 'adjClose': 82.449875, 'volume': 5317403.0, 'unadjustedVolume': 5317403.0, 'change': -0.65, 'changePercent': -0.67, 'vwap': 96.5, 'label': 'March 29, 17', 'changeOverTime': -0.0067}"
957,0001.HK,"{'date': '2017-03-28', 'open': 97.5, 'high': 97.5, 'low': 96.800003, 'close': 96.900002, 'adjClose': 82.92054, 'volume': 4428997.0, 'unadjustedVolume': 4428997.0, 'change': -0.6, 'changePercent': -0.615, 'vwap': 97.06667, 'label': 'March 28, 17', 'changeOverTime': -0.00615}"
958,0001.HK,"{'date': '2017-03-27', 'open': 96.300003, 'high': 97.5, 'low': 96.300003, 'close': 96.849998, 'adjClose': 82.877747, 'volume': 6914858.0, 'unadjustedVolume': 6914858.0, 'change': 0.54999, 'changePercent': 0.571, 'vwap': 96.88333, 'label': 'March 27, 17', 'changeOverTime': 0.00571}"
959,0001.HK,"{'date': '2017-03-24', 'open': 97.849998, 'high': 97.849998, 'low': 96.800003, 'close': 97.800003, 'adjClose': 83.690697, 'volume': 5507491.0, 'unadjustedVolume': 5507491.0, 'change': -0.04999, 'changePercent': -0.051, 'vwap': 97.48333, 'label': 'March 24, 17', 'changeOverTime': -0.00051}"
960,0001.HK,"{'date': '2017-03-23', 'open': 96.449997, 'high': 97.949997, 'low': 96.449997, 'close': 97.800003, 'adjClose': 83.690697, 'volume': 12657442.0, 'unadjustedVolume': 12657442.0, 'change': 1.35001, 'changePercent': 1.4, 'vwap': 97.4, 'label': 'March 23, 17', 'changeOverTime': 0.014}"
961,0001.HK,"{'date': '2017-03-22', 'open': 97.5, 'high': 97.5, 'low': 96.400002, 'close': 96.449997, 'adjClose': 82.535446, 'volume': 6896893.0, 'unadjustedVolume': 6896893.0, 'change': -1.05, 'changePercent': -1.077, 'vwap': 96.78333, 'label': 'March 22, 17', 'changeOverTime': -0.01077}"
962,0001.HK,"{'date': '2017-03-21', 'open': 97.0, 'high': 97.25, 'low': 96.550003, 'close': 96.949997, 'adjClose': 82.963326, 'volume': 6646876.0, 'unadjustedVolume': 6646876.0, 'change': -0.05, 'changePercent': -0.052, 'vwap': 96.91667, 'label': 'March 21, 17', 'changeOverTime': -0.00052}"
963,0001.HK,"{'date': '2017-03-20', 'open': 97.199997, 'high': 97.400002, 'low': 96.75, 'close': 97.0, 'adjClose': 83.006111, 'volume': 5021538.0, 'unadjustedVolume': 5021538.0, 'change': -0.2, 'changePercent': -0.206, 'vwap': 97.05, 'label': 'March 20, 17', 'changeOverTime': -0.00206}"
964,0001.HK,"{'date': '2017-03-17', 'open': 97.199997, 'high': 97.400002, 'low': 96.75, 'close': 97.099998, 'adjClose': 83.091675, 'volume': 5444977.0, 'unadjustedVolume': 5444977.0, 'change': -0.1, 'changePercent': -0.103, 'vwap': 97.08333, 'label': 'March 17, 17', 'changeOverTime': -0.00103}"
965,0001.HK,"{'date': '2017-03-16', 'open': 97.349998, 'high': 97.699997, 'low': 96.449997, 'close': 96.900002, 'adjClose': 82.92054, 'volume': 6145816.0, 'unadjustedVolume': 6145816.0, 'change': -0.45, 'changePercent': -0.462, 'vwap': 97.01667, 'label': 'March 16, 17', 'changeOverTime': -0.00462}"
966,0001.HK,"{'date': '2017-03-15', 'open': 95.800003, 'high': 97.400002, 'low': 95.0, 'close': 96.900002, 'adjClose': 82.92054, 'volume': 5239578.0, 'unadjustedVolume': 5239578.0, 'change': 1.1, 'changePercent': 1.148, 'vwap': 96.43333, 'label': 'March 15, 17', 'changeOverTime': 0.01148}"
967,0001.HK,"{'date': '2017-03-14', 'open': 96.400002, 'high': 96.400002, 'low': 95.849998, 'close': 96.150002, 'adjClose': 82.27874, 'volume': 3341638.0, 'unadjustedVolume': 3341638.0, 'change': -0.25, 'changePercent': -0.259, 'vwap': 96.13333, 'label': 'March 14, 17', 'changeOverTime': -0.00259}"
968,0001.HK,"{'date': '2017-03-13', 'open': 95.949997, 'high': 96.0, 'low': 95.25, 'close': 95.900002, 'adjClose': 82.064812, 'volume': 3254015.0, 'unadjustedVolume': 3254015.0, 'change': -0.04999, 'changePercent': -0.052, 'vwap': 95.71667, 'label': 'March 13, 17', 'changeOverTime': -0.00052}"
969,0001.HK,"{'date': '2017-03-10', 'open': 95.0, 'high': 96.099998, 'low': 94.349998, 'close': 95.650002, 'adjClose': 81.850876, 'volume': 3026601.0, 'unadjustedVolume': 3026601.0, 'change': 0.65, 'changePercent': 0.684, 'vwap': 95.36667, 'label': 'March 10, 17', 'changeOverTime': 0.00684}"
970,0001.HK,"{'date': '2017-03-09', 'open': 95.5, 'high': 96.050003, 'low': 94.900002, 'close': 95.5, 'adjClose': 81.722519, 'volume': 3374201.0, 'unadjustedVolume': 3374201.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 95.48334, 'label': 'March 09, 17', 'changeOverTime': 0.0}"
971,0001.HK,"{'date': '2017-03-08', 'open': 96.900002, 'high': 96.900002, 'low': 96.050003, 'close': 96.400002, 'adjClose': 82.492676, 'volume': 3250556.0, 'unadjustedVolume': 3250556.0, 'change': -0.5, 'changePercent': -0.516, 'vwap': 96.45, 'label': 'March 08, 17', 'changeOverTime': -0.00516}"
972,0001.HK,"{'date': '2017-03-07', 'open': 96.199997, 'high': 96.650002, 'low': 95.0, 'close': 96.0, 'adjClose': 82.150375, 'volume': 5646370.0, 'unadjustedVolume': 5646370.0, 'change': -0.2, 'changePercent': -0.208, 'vwap': 95.88333, 'label': 'March 07, 17', 'changeOverTime': -0.00208}"
973,0001.HK,"{'date': '2017-03-06', 'open': 95.900002, 'high': 95.949997, 'low': 94.550003, 'close': 95.449997, 'adjClose': 81.679726, 'volume': 3853734.0, 'unadjustedVolume': 3853734.0, 'change': -0.45001, 'changePercent': -0.469, 'vwap': 95.31667, 'label': 'March 06, 17', 'changeOverTime': -0.00469}"
974,0001.HK,"{'date': '2017-03-03', 'open': 95.800003, 'high': 95.800003, 'low': 95.0, 'close': 95.349998, 'adjClose': 81.594147, 'volume': 3499871.0, 'unadjustedVolume': 3499871.0, 'change': -0.45001, 'changePercent': -0.47, 'vwap': 95.38333, 'label': 'March 03, 17', 'changeOverTime': -0.0047}"
975,0001.HK,"{'date': '2017-03-02', 'open': 97.949997, 'high': 97.949997, 'low': 96.0, 'close': 96.199997, 'adjClose': 82.32151, 'volume': 6224875.0, 'unadjustedVolume': 6224875.0, 'change': -1.75, 'changePercent': -1.787, 'vwap': 96.71666, 'label': 'March 02, 17', 'changeOverTime': -0.01787}"
976,0001.HK,"{'date': '2017-03-01', 'open': 96.099998, 'high': 96.699997, 'low': 95.400002, 'close': 96.300003, 'adjClose': 82.407097, 'volume': 4346458.0, 'unadjustedVolume': 4346458.0, 'change': 0.20001, 'changePercent': 0.208, 'vwap': 96.13333, 'label': 'March 01, 17', 'changeOverTime': 0.00208}"
977,0001.HK,"{'date': '2017-02-28', 'open': 96.699997, 'high': 97.5, 'low': 95.900002, 'close': 95.900002, 'adjClose': 82.064812, 'volume': 8566925.0, 'unadjustedVolume': 8566925.0, 'change': -0.79999, 'changePercent': -0.827, 'vwap': 96.43333, 'label': 'February 28, 17', 'changeOverTime': -0.00827}"
978,0001.HK,"{'date': '2017-02-27', 'open': 95.0, 'high': 96.849998, 'low': 94.599998, 'close': 96.300003, 'adjClose': 82.407097, 'volume': 10206416.0, 'unadjustedVolume': 10206416.0, 'change': 1.3, 'changePercent': 1.368, 'vwap': 95.91667, 'label': 'February 27, 17', 'changeOverTime': 0.01368}"
979,0001.HK,"{'date': '2017-02-24', 'open': 94.0, 'high': 95.400002, 'low': 93.050003, 'close': 94.5, 'adjClose': 80.866776, 'volume': 13442822.0, 'unadjustedVolume': 13442822.0, 'change': 0.5, 'changePercent': 0.532, 'vwap': 94.31667, 'label': 'February 24, 17', 'changeOverTime': 0.00532}"
